,Gene Ontology,Metadata,Sex,Cell Type,Time Point,Tissue,deg_method,Term,-log10.p-value
3,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,regulation of clathrin-dependent endocytosis,2.97361938434826
4,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,GABA-A receptor complex,2.76545156147488
5,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,GABA-A receptor activity,2.76545156147488
6,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,"phosphatidylinositol-3,5-bisphosphate binding",2.67804675216116
7,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,"phosphatidylinositol-3,4-bisphosphate binding",2.56208307523479
8,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,negative regulation of cell-cell adhesion,2.3418931636375
9,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,translational elongation,2.31419666949687
10,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,positive regulation of locomotion,2.28852578723143
11,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,negative regulation of G0 to G1 transition,2.19131020325332
12,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,tRNA binding,2.1687347719751
13,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,extracellular ligand-gated ion channel activity,1.90580397027197
14,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,regulation of epidermal growth factor receptor signaling pathway,1.81548660670424
15,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,negative regulation of intrinsic apoptotic signaling pathway,1.76067166167071
16,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,glycolipid metabolic process,1.72200041479229
17,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,regulation of extracellular exosome assembly,1.71344255303043
18,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,negative regulation of keratinocyte differentiation,1.71344255303043
19,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,protein geranylgeranylation,1.71344255303043
20,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,nuclear polyadenylation-dependent rRNA catabolic process,1.71344255303043
21,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,regulation of response to wounding,1.71344255303043
22,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,positive regulation of adaptive immune response,1.71344255303043
23,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,cardiolipin acyl-chain remodeling,1.71344255303043
24,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,cellular response to cold,1.71344255303043
25,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,clathrin coat,1.71344255303043
26,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,acetyl-CoA C-acyltransferase activity,1.71344255303043
27,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,clathrin light chain binding,1.71344255303043
28,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,cellular response to laminar fluid shear stress,1.64718925114699
29,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,molybdopterin cofactor biosynthetic process,1.64718925114699
30,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,regulation of cyclic-nucleotide phosphodiesterase activity,1.64718925114699
31,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1.64718925114699
32,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,extrinsic component of endosome membrane,1.64718925114699
33,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,ribosome,1.59510444226898
34,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,enoyl-CoA hydratase activity,1.58989048263476
35,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,3-hydroxyacyl-CoA dehydrogenase activity,1.58989048263476
36,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,sulfurtransferase activity,1.58989048263476
37,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,positive regulation of long-term synaptic potentiation,1.53943081893834
38,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,negative regulation of gluconeogenesis,1.53943081893834
39,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,negative regulation by host of viral process,1.4943658605531
40,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,ribosomal large subunit binding,1.45366537612793
41,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,DNA deamination,1.41656868113288
42,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,nuclear exosome (RNase complex),1.41656868113288
43,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,small GTPase mediated signal transduction,1.3847032595602
44,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,mitochondrial genome maintenance,1.38249810320213
45,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,thiolester hydrolase activity,1.38249810320213
46,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,establishment or maintenance of actin cytoskeleton polarity,1.35100460867023
47,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,MAP kinase activity,1.35100460867023
48,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,actin binding,1.30321146634464
0,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,regulation of organelle assembly,3.31906144278746
1,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,regulation of feeding behavior,3.25080425258176
2,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,prenyltransferase activity,3.25080425258176
3,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,regulation of clathrin-dependent endocytosis,2.97361938434826
4,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,GABA-A receptor complex,2.76545156147488
5,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,GABA-A receptor activity,2.76545156147488
6,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,"phosphatidylinositol-3,5-bisphosphate binding",2.67804675216116
7,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,"phosphatidylinositol-3,4-bisphosphate binding",2.56208307523479
8,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,negative regulation of cell-cell adhesion,2.3418931636375
9,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,translational elongation,2.31419666949687
10,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,positive regulation of locomotion,2.28852578723143
11,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,negative regulation of G0 to G1 transition,2.19131020325332
12,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,tRNA binding,2.1687347719751
13,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,extracellular ligand-gated ion channel activity,1.90580397027197
14,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,regulation of epidermal growth factor receptor signaling pathway,1.81548660670424
15,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,negative regulation of intrinsic apoptotic signaling pathway,1.76067166167071
16,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,glycolipid metabolic process,1.72200041479229
17,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,regulation of extracellular exosome assembly,1.71344255303043
18,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,negative regulation of keratinocyte differentiation,1.71344255303043
19,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,protein geranylgeranylation,1.71344255303043
20,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,nuclear polyadenylation-dependent rRNA catabolic process,1.71344255303043
21,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,regulation of response to wounding,1.71344255303043
22,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,positive regulation of adaptive immune response,1.71344255303043
23,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,cardiolipin acyl-chain remodeling,1.71344255303043
24,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,cellular response to cold,1.71344255303043
25,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,clathrin coat,1.71344255303043
26,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,acetyl-CoA C-acyltransferase activity,1.71344255303043
27,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,clathrin light chain binding,1.71344255303043
28,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,cellular response to laminar fluid shear stress,1.64718925114699
29,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,molybdopterin cofactor biosynthetic process,1.64718925114699
30,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,regulation of cyclic-nucleotide phosphodiesterase activity,1.64718925114699
31,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1.64718925114699
32,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,extrinsic component of endosome membrane,1.64718925114699
33,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,ribosome,1.59510444226898
34,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,enoyl-CoA hydratase activity,1.58989048263476
35,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,3-hydroxyacyl-CoA dehydrogenase activity,1.58989048263476
36,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,sulfurtransferase activity,1.58989048263476
37,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,positive regulation of long-term synaptic potentiation,1.53943081893834
38,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,negative regulation of gluconeogenesis,1.53943081893834
39,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,negative regulation by host of viral process,1.4943658605531
40,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,ribosomal large subunit binding,1.45366537612793
41,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,DNA deamination,1.41656868113288
42,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,nuclear exosome (RNase complex),1.41656868113288
43,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,small GTPase mediated signal transduction,1.3847032595602
44,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,mitochondrial genome maintenance,1.38249810320213
45,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,thiolester hydrolase activity,1.38249810320213
46,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,establishment or maintenance of actin cytoskeleton polarity,1.35100460867023
47,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,MAP kinase activity,1.35100460867023
48,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P30,CORT,DEsingle,actin binding,1.30321146634464
0,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,regulation of organelle assembly,3.31906144278746
1,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,regulation of feeding behavior,3.25080425258176
2,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,prenyltransferase activity,3.25080425258176
3,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,regulation of clathrin-dependent endocytosis,2.97361938434826
4,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,GABA-A receptor complex,2.76545156147488
5,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,GABA-A receptor activity,2.76545156147488
6,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,"phosphatidylinositol-3,5-bisphosphate binding",2.67804675216116
7,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,"phosphatidylinositol-3,4-bisphosphate binding",2.56208307523479
8,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,negative regulation of cell-cell adhesion,2.3418931636375
9,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,translational elongation,2.31419666949687
10,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,positive regulation of locomotion,2.28852578723143
11,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,negative regulation of G0 to G1 transition,2.19131020325332
12,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,tRNA binding,2.1687347719751
13,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,extracellular ligand-gated ion channel activity,1.90580397027197
14,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,regulation of epidermal growth factor receptor signaling pathway,1.81548660670424
15,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,negative regulation of intrinsic apoptotic signaling pathway,1.76067166167071
16,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,glycolipid metabolic process,1.72200041479229
17,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,regulation of extracellular exosome assembly,1.71344255303043
18,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,negative regulation of keratinocyte differentiation,1.71344255303043
19,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,protein geranylgeranylation,1.71344255303043
20,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,nuclear polyadenylation-dependent rRNA catabolic process,1.71344255303043
21,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,regulation of response to wounding,1.71344255303043
22,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,positive regulation of adaptive immune response,1.71344255303043
23,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,cardiolipin acyl-chain remodeling,1.71344255303043
24,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,cellular response to cold,1.71344255303043
25,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,clathrin coat,1.71344255303043
26,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,acetyl-CoA C-acyltransferase activity,1.71344255303043
27,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,clathrin light chain binding,1.71344255303043
28,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,cellular response to laminar fluid shear stress,1.64718925114699
29,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,molybdopterin cofactor biosynthetic process,1.64718925114699
30,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,regulation of cyclic-nucleotide phosphodiesterase activity,1.64718925114699
31,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1.64718925114699
32,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,extrinsic component of endosome membrane,1.64718925114699
33,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,ribosome,1.59510444226898
34,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,enoyl-CoA hydratase activity,1.58989048263476
35,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,3-hydroxyacyl-CoA dehydrogenase activity,1.58989048263476
36,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,sulfurtransferase activity,1.58989048263476
37,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,positive regulation of long-term synaptic potentiation,1.53943081893834
38,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,negative regulation of gluconeogenesis,1.53943081893834
39,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,negative regulation by host of viral process,1.4943658605531
40,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,ribosomal large subunit binding,1.45366537612793
41,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,DNA deamination,1.41656868113288
42,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,nuclear exosome (RNase complex),1.41656868113288
43,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,small GTPase mediated signal transduction,1.3847032595602
44,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,mitochondrial genome maintenance,1.38249810320213
45,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,thiolester hydrolase activity,1.38249810320213
46,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,establishment or maintenance of actin cytoskeleton polarity,1.35100460867023
47,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,MAP kinase activity,1.35100460867023
48,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P60,CORT,DEsingle,actin binding,1.30321146634464
0,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,regulation of organelle assembly,3.31906144278746
1,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,regulation of feeding behavior,3.25080425258176
2,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,prenyltransferase activity,3.25080425258176
3,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,regulation of clathrin-dependent endocytosis,2.97361938434826
4,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,GABA-A receptor complex,2.76545156147488
5,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,GABA-A receptor activity,2.76545156147488
6,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,"phosphatidylinositol-3,5-bisphosphate binding",2.67804675216116
7,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,"phosphatidylinositol-3,4-bisphosphate binding",2.56208307523479
8,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,negative regulation of cell-cell adhesion,2.3418931636375
9,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,translational elongation,2.31419666949687
10,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,positive regulation of locomotion,2.28852578723143
11,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,negative regulation of G0 to G1 transition,2.19131020325332
12,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,tRNA binding,2.1687347719751
13,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,extracellular ligand-gated ion channel activity,1.90580397027197
14,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,regulation of epidermal growth factor receptor signaling pathway,1.81548660670424
15,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,negative regulation of intrinsic apoptotic signaling pathway,1.76067166167071
16,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,glycolipid metabolic process,1.72200041479229
17,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,regulation of extracellular exosome assembly,1.71344255303043
18,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,negative regulation of keratinocyte differentiation,1.71344255303043
19,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,P150,CORT,DEsingle,protein geranylgeranylation,1.71344255303043
